Sorting Algorithm,Array Size,Generation Mode,Number of Runs,Average Time,Minimum Time,Maximum Time,Number of Comparisons,Number of Interchanges
Merge Sort,5000,INVERSELY_SORTED,10,676050.0,505600.0,1063200.0,29885,61808
Bubble Sort,5000,INVERSELY_SORTED,10,2.170528E7,2.01023E7,2.47291E7,12497500,12497372
Insertion Sort,5000,INVERSELY_SORTED,10,1.537246E7,7346600.0,2.93345E7,12497498,12497372
Selection Sort,5000,INVERSELY_SORTED,10,2.229141E7,1.61565E7,4.5114E7,12497500,5000
Heap Sort,5000,INVERSELY_SORTED,10,504310.0,371300.0,711400.0,159203,53442
Quick Sort,5000,INVERSELY_SORTED,10,430950.0,364200.0,484800.0,78190,51233
Merge Sort,5000,NEARLY_SORTED,10,1268980.0,946800.0,1493700.0,55181,61808
Bubble Sort,5000,NEARLY_SORTED,10,4.754453E7,3.33233E7,8.36088E7,12497269,6279641
Insertion Sort,5000,NEARLY_SORTED,10,8260080.0,2953300.0,2.20543E7,6284633,6279641
Selection Sort,5000,NEARLY_SORTED,10,1.537916E7,1.07472E7,2.61887E7,12497500,5000
Heap Sort,5000,NEARLY_SORTED,10,570760.0,504400.0,809000.0,167226,57104
Quick Sort,5000,NEARLY_SORTED,10,472890.0,385600.0,646000.0,76081,49472
Merge Sort,10000,RANDOM,10,2204340.0,1694700.0,3299100.0,120485,133616
Bubble Sort,10000,RANDOM,10,2.3711558E8,1.967884E8,2.848452E8,49991514,24989627
Insertion Sort,10000,RANDOM,10,2.182627E7,1.51109E7,4.33446E7,24999614,24989627
Selection Sort,10000,RANDOM,10,6.443329E7,4.30545E7,1.198299E8,49995000,10000
Heap Sort,10000,RANDOM,10,1504790.0,1144900.0,2119100.0,364582,124265
Quick Sort,10000,RANDOM,10,1000740.0,825300.0,1379300.0,156892,93713
Merge Sort,10000,SORTED,10,1367020.0,823200.0,2813000.0,69008,133616
Bubble Sort,10000,SORTED,10,6190.0,6100.0,6800.0,9999,0
Insertion Sort,10000,SORTED,10,17420.0,17300.0,17700.0,9999,0
Selection Sort,10000,SORTED,10,4.657962E7,3.52003E7,7.67315E7,49995000,10000
Heap Sort,10000,SORTED,10,781120.0,752300.0,837300.0,381007,131537
Quick Sort,10000,SORTED,10,646020.0,462300.0,1077700.0,157026,92978
Merge Sort,10000,INVERSELY_SORTED,10,1731340.0,1046000.0,4125300.0,64902,133616
Bubble Sort,10000,INVERSELY_SORTED,10,9.013282E7,8.54596E7,1.106914E8,49995000,49994505
Insertion Sort,10000,INVERSELY_SORTED,10,2.990101E7,2.75368E7,3.16072E7,49994982,49994505
Selection Sort,10000,INVERSELY_SORTED,10,7.661437E7,6.4897E7,1.12849E8,49995000,10000
Heap Sort,10000,INVERSELY_SORTED,10,1231100.0,772100.0,3984700.0,348384,116715
Quick Sort,10000,INVERSELY_SORTED,10,1104960.0,535900.0,3067800.0,163598,96599
Merge Sort,10000,NEARLY_SORTED,10,4984070.0,1742700.0,1.31439E7,120423,133616
Bubble Sort,10000,NEARLY_SORTED,10,2.0816245E8,1.686788E8,3.320768E8,49993404,25271544
Insertion Sort,10000,NEARLY_SORTED,10,1.567398E7,1.44215E7,1.79673E7,25281534,25271544
Selection Sort,10000,NEARLY_SORTED,10,4.414704E7,3.44717E7,5.89293E7,49995000,10000
Heap Sort,10000,NEARLY_SORTED,10,1717360.0,1095400.0,3640400.0,364462,124162
Quick Sort,10000,NEARLY_SORTED,10,1351810.0,840600.0,2323800.0,159263,96695
Merge Sort,10000,RANDOM,10,3368630.0,1757100.0,1.2198E7,120521,133616
Bubble Sort,10000,RANDOM,10,1.7469184E8,1.658474E8,1.822966E8,49987979,25140664
Insertion Sort,10000,RANDOM,10,1.397361E7,1.24188E7,1.5271E7,25150653,25140664
Selection Sort,10000,RANDOM,10,3.937685E7,3.7073E7,4.54826E7,49995000,10000
Heap Sort,10000,RANDOM,10,1395590.0,1097800.0,1857000.0,364472,124121
Quick Sort,10000,RANDOM,10,983920.0,780600.0,1332400.0,163755,88087
Merge Sort,10000,SORTED,10,1201530.0,945500.0,2051600.0,69008,133616
Bubble Sort,10000,SORTED,10,9350.0,5300.0,32200.0,9999,0
Insertion Sort,10000,SORTED,10,22040.0,17500.0,44900.0,9999,0
Selection Sort,10000,SORTED,10,4.295381E7,3.70643E7,5.73611E7,49995000,10000
Heap Sort,10000,SORTED,10,1164600.0,751300.0,2430900.0,380901,131447
Quick Sort,10000,SORTED,10,558140.0,457600.0,1014800.0,152076,89798
Merge Sort,10000,INVERSELY_SORTED,10,1721870.0,1022400.0,6094600.0,64917,133616
Bubble Sort,10000,INVERSELY_SORTED,10,9.386206E7,8.34277E7,1.076526E8,49995000,49994494
Insertion Sort,10000,INVERSELY_SORTED,10,2.842975E7,2.623E7,3.0385E7,49994980,49994494
Selection Sort,10000,INVERSELY_SORTED,10,7.652609E7,6.5555E7,9.20225E7,49995000,10000
Heap Sort,10000,INVERSELY_SORTED,10,1125800.0,774900.0,2115200.0,348341,116681
Quick Sort,10000,INVERSELY_SORTED,10,758600.0,535400.0,1363200.0,153553,88849
Merge Sort,10000,NEARLY_SORTED,10,2892630.0,1974300.0,4149000.0,120413,133616
Bubble Sort,10000,NEARLY_SORTED,10,1.7699558E8,1.619575E8,2.164333E8,49994810,24980853
Insertion Sort,10000,NEARLY_SORTED,10,2.622622E7,1.54202E7,3.37035E7,24990843,24980853
Selection Sort,10000,NEARLY_SORTED,10,3.92428E7,3.62719E7,4.25349E7,49995000,10000
Heap Sort,10000,NEARLY_SORTED,10,1350170.0,1094900.0,1842800.0,364456,124123
Quick Sort,10000,NEARLY_SORTED,10,1219590.0,810400.0,2657800.0,147409,84913
Merge Sort,10000,RANDOM,10,2055170.0,1434500.0,2771800.0,120522,133616
Bubble Sort,10000,RANDOM,10,1.8081321E8,1.643824E8,2.259689E8,49988895,25032256
Insertion Sort,10000,RANDOM,10,1.666796E7,1.51679E7,1.9584E7,25042247,25032256
Selection Sort,10000,RANDOM,10,4.547308E7,3.47604E7,6.67952E7,49995000,10000
Heap Sort,10000,RANDOM,10,1706840.0,1144000.0,2854600.0,364641,124215
Quick Sort,10000,RANDOM,10,1392760.0,1065800.0,2425900.0,157425,100217
Merge Sort,10000,SORTED,10,1798550.0,883600.0,2622400.0,69008,133616
Bubble Sort,10000,SORTED,10,25220.0,19700.0,30600.0,9999,0
Insertion Sort,10000,SORTED,10,41030.0,29200.0,78500.0,9999,0
Selection Sort,10000,SORTED,10,3.805043E7,3.53206E7,4.13784E7,49995000,10000
Heap Sort,10000,SORTED,10,827040.0,748000.0,1071800.0,380957,131485
Quick Sort,10000,SORTED,10,513600.0,431700.0,683200.0,149694,86114
Merge Sort,10000,INVERSELY_SORTED,10,1245690.0,676300.0,1950800.0,64912,133616
Bubble Sort,10000,INVERSELY_SORTED,10,9.448477E7,8.48195E7,1.098629E8,49995000,49994482
Insertion Sort,10000,INVERSELY_SORTED,10,3.311224E7,2.53075E7,4.0233E7,49994977,49994482
Selection Sort,10000,INVERSELY_SORTED,10,6.847156E7,6.18761E7,8.26747E7,49995000,10000
Heap Sort,10000,INVERSELY_SORTED,10,824160.0,740900.0,1115600.0,348423,116702
Quick Sort,10000,INVERSELY_SORTED,10,611880.0,530700.0,714600.0,146561,82678
Merge Sort,10000,NEARLY_SORTED,10,3553100.0,1384500.0,1.61412E7,120492,133616
Bubble Sort,10000,NEARLY_SORTED,10,1.7298246E8,1.611191E8,2.146594E8,49993230,25230225
Insertion Sort,10000,NEARLY_SORTED,10,1.439821E7,1.18002E7,1.59549E7,25240220,25230225
Selection Sort,10000,NEARLY_SORTED,10,3.976039E7,3.75621E7,4.39037E7,49995000,10000
Heap Sort,10000,NEARLY_SORTED,10,1553600.0,1105600.0,2747100.0,364294,124103
Quick Sort,10000,NEARLY_SORTED,10,1116420.0,806800.0,1443100.0,156807,94983
Merge Sort,10000,RANDOM,10,2327930.0,1481500.0,4805900.0,120441,133616
Bubble Sort,10000,RANDOM,10,1.6933863E8,1.574115E8,1.817182E8,49985130,25202622
Insertion Sort,10000,RANDOM,10,1.50506E7,1.27491E7,1.61899E7,25212609,25202622
Selection Sort,10000,RANDOM,10,3.597747E7,3.39567E7,3.95343E7,49995000,10000
Heap Sort,10000,RANDOM,10,1427700.0,1057100.0,3077300.0,364364,124087
Quick Sort,10000,RANDOM,10,966430.0,806300.0,1389000.0,159406,99064
Merge Sort,10000,SORTED,10,945120.0,922100.0,1014100.0,69008,133616
Bubble Sort,10000,SORTED,10,5430.0,5100.0,7800.0,9999,0
Insertion Sort,10000,SORTED,10,35860.0,16800.0,88200.0,9999,0
Selection Sort,10000,SORTED,10,3.725035E7,3.31474E7,4.25185E7,49995000,10000
Heap Sort,10000,SORTED,10,954270.0,736600.0,1231500.0,380967,131466
Quick Sort,10000,SORTED,10,519100.0,434800.0,690000.0,159560,95566
Merge Sort,10000,INVERSELY_SORTED,10,1415190.0,938200.0,2191000.0,64891,133616
Bubble Sort,10000,INVERSELY_SORTED,10,8.834493E7,8.32312E7,9.95702E7,49995000,49994524
Insertion Sort,10000,INVERSELY_SORTED,10,3.090354E7,2.65314E7,3.51388E7,49994986,49994524
Selection Sort,10000,INVERSELY_SORTED,10,6.744682E7,6.4025E7,7.23066E7,49995000,10000
Heap Sort,10000,INVERSELY_SORTED,10,795250.0,761700.0,855100.0,348358,116680
Quick Sort,10000,INVERSELY_SORTED,10,719890.0,512700.0,1026000.0,155867,94269
Merge Sort,10000,NEARLY_SORTED,10,2007810.0,1499000.0,2826300.0,120363,133616
Bubble Sort,10000,NEARLY_SORTED,10,1.7054424E8,1.629647E8,1.896441E8,49987619,24894801
Insertion Sort,10000,NEARLY_SORTED,10,1.481034E7,1.29999E7,1.72284E7,24904794,24894801
Selection Sort,10000,NEARLY_SORTED,10,3.72562E7,3.44171E7,4.50584E7,49995000,10000
Heap Sort,10000,NEARLY_SORTED,10,1294390.0,1066300.0,1989600.0,364813,124312
Quick Sort,10000,NEARLY_SORTED,10,861270.0,793200.0,1019200.0,162885,102404
Merge Sort,10000,RANDOM,10,1953500.0,1425700.0,3021300.0,120426,133616
Bubble Sort,10000,RANDOM,10,1.6957962E8,1.585537E8,1.847599E8,49986744,24929791
Insertion Sort,10000,RANDOM,10,1.540676E7,1.21685E7,2.09836E7,24939780,24929791
Selection Sort,10000,RANDOM,10,3.832837E7,3.61111E7,4.14391E7,49995000,10000
Heap Sort,10000,RANDOM,10,1404350.0,1077300.0,1976300.0,364556,124183
Quick Sort,10000,RANDOM,10,1110800.0,816800.0,1682200.0,161098,86711
Merge Sort,10000,SORTED,10,1144870.0,639000.0,1884900.0,69008,133616
Bubble Sort,10000,SORTED,10,10190.0,6000.0,15700.0,9999,0
Insertion Sort,10000,SORTED,10,27870.0,19700.0,58600.0,9999,0
Selection Sort,10000,SORTED,10,3.610606E7,3.34272E7,3.89522E7,49995000,10000
Heap Sort,10000,SORTED,10,756850.0,749000.0,782400.0,380926,131476
Quick Sort,10000,SORTED,10,838440.0,531500.0,1627300.0,144090,90202
Merge Sort,10000,INVERSELY_SORTED,10,1378350.0,1018600.0,2859500.0,64915,133616
Bubble Sort,10000,INVERSELY_SORTED,10,8.790621E7,8.26508E7,9.47511E7,49995000,49994456
Insertion Sort,10000,INVERSELY_SORTED,10,2.982892E7,2.65294E7,3.53947E7,49994974,49994456
Selection Sort,10000,INVERSELY_SORTED,10,7.142746E7,6.57379E7,8.86751E7,49995000,10000
Heap Sort,10000,INVERSELY_SORTED,10,1573550.0,770300.0,5005300.0,348408,116692
Quick Sort,10000,INVERSELY_SORTED,10,825720.0,517300.0,1321500.0,162486,83000
Merge Sort,10000,NEARLY_SORTED,10,1862650.0,1392400.0,2938100.0,120535,133616
Bubble Sort,10000,NEARLY_SORTED,10,1.6645679E8,1.564326E8,1.802506E8,49991997,24836025
Insertion Sort,10000,NEARLY_SORTED,10,1.450475E7,1.23576E7,1.62636E7,24846011,24836025
Selection Sort,10000,NEARLY_SORTED,10,4.712153E7,3.88969E7,5.5287E7,49995000,10000
Heap Sort,10000,NEARLY_SORTED,10,1391610.0,1094200.0,2147500.0,364733,124277
Quick Sort,10000,NEARLY_SORTED,10,872690.0,808600.0,1286400.0,158767,100777
Merge Sort,10000,RANDOM,10,1859840.0,1396400.0,2702300.0,120441,133616
Bubble Sort,10000,RANDOM,10,1.7287567E8,1.604974E8,1.957696E8,49986485,24970104
Insertion Sort,10000,RANDOM,10,1.46805E7,1.23505E7,1.73636E7,24980095,24970104
Selection Sort,10000,RANDOM,10,3.839188E7,3.42969E7,4.63131E7,49995000,10000
Heap Sort,10000,RANDOM,10,1274380.0,1091400.0,1811500.0,364503,124157
Quick Sort,10000,RANDOM,10,1031020.0,789900.0,1461800.0,155779,96150
Merge Sort,10000,SORTED,10,1229120.0,914600.0,1649400.0,69008,133616
Bubble Sort,10000,SORTED,10,5990.0,5900.0,6600.0,9999,0
Insertion Sort,10000,SORTED,10,16850.0,16800.0,17100.0,9999,0
Selection Sort,10000,SORTED,10,3.750139E7,3.54271E7,4.04849E7,49995000,10000
Heap Sort,10000,SORTED,10,1057390.0,730100.0,1580900.0,380969,131495
Quick Sort,10000,SORTED,10,452580.0,427200.0,492700.0,160144,102261
Merge Sort,10000,INVERSELY_SORTED,10,3216830.0,1161900.0,9974700.0,64893,133616
Bubble Sort,10000,INVERSELY_SORTED,10,8.940337E7,8.28786E7,9.80619E7,49995000,49994507
Insertion Sort,10000,INVERSELY_SORTED,10,2.811676E7,2.57979E7,3.15951E7,49994988,49994507
Selection Sort,10000,INVERSELY_SORTED,10,6.869214E7,6.23401E7,8.82061E7,49995000,10000
Heap Sort,10000,INVERSELY_SORTED,10,1029800.0,784600.0,1340100.0,348351,116686
Quick Sort,10000,INVERSELY_SORTED,10,551780.0,501200.0,749400.0,152021,90499
Merge Sort,10000,NEARLY_SORTED,10,2134250.0,1490300.0,3373800.0,120458,133616
Bubble Sort,10000,NEARLY_SORTED,10,1.6682139E8,1.578327E8,1.76439E8,49981305,24995780
Insertion Sort,10000,NEARLY_SORTED,10,1.371109E7,1.18282E7,1.63821E7,25005769,24995780
Selection Sort,10000,NEARLY_SORTED,10,3.897491E7,3.65746E7,4.54486E7,49995000,10000
Heap Sort,10000,NEARLY_SORTED,10,1362560.0,1093200.0,1880400.0,364589,124219
Quick Sort,10000,NEARLY_SORTED,10,983070.0,810200.0,1310200.0,157611,96243
Merge Sort,10000,RANDOM,10,1840550.0,1648600.0,2280600.0,120372,133616
Bubble Sort,10000,RANDOM,10,1.7026412E8,1.637873E8,1.78758E8,49992225,25167339
Insertion Sort,10000,RANDOM,10,1.551207E7,1.26965E7,1.81259E7,25177327,25167339
Selection Sort,10000,RANDOM,10,3.789442E7,3.60995E7,4.11415E7,49995000,10000
Heap Sort,10000,RANDOM,10,1409960.0,1095400.0,1980100.0,364752,124241
Quick Sort,10000,RANDOM,10,856550.0,791700.0,1055500.0,158617,87126
Merge Sort,10000,SORTED,10,810680.0,624300.0,1399500.0,69008,133616
Bubble Sort,10000,SORTED,10,5340.0,5200.0,5800.0,9999,0
Insertion Sort,10000,SORTED,10,17440.0,17400.0,17700.0,9999,0
Selection Sort,10000,SORTED,10,3.624122E7,3.43441E7,3.85677E7,49995000,10000
Heap Sort,10000,SORTED,10,992000.0,745000.0,1253000.0,380889,131399
Quick Sort,10000,SORTED,10,469390.0,436600.0,536800.0,149541,85421
Merge Sort,10000,INVERSELY_SORTED,10,1249450.0,887100.0,2414100.0,64908,133616
Bubble Sort,10000,INVERSELY_SORTED,10,8.530413E7,8.29255E7,8.93255E7,49995000,49994475
Insertion Sort,10000,INVERSELY_SORTED,10,2.963987E7,2.63173E7,4.47238E7,49994978,49994475
Selection Sort,10000,INVERSELY_SORTED,10,7.28844E7,6.69909E7,9.01356E7,49995000,10000
Heap Sort,10000,INVERSELY_SORTED,10,819180.0,769600.0,1060100.0,348421,116704
Quick Sort,10000,INVERSELY_SORTED,10,1154620.0,502600.0,5962500.0,154352,94664
Merge Sort,10000,NEARLY_SORTED,10,2351480.0,1764800.0,3802000.0,120402,133616
Bubble Sort,10000,NEARLY_SORTED,10,1.6790609E8,1.538738E8,1.812505E8,49994472,24892812
Insertion Sort,10000,NEARLY_SORTED,10,1.478179E7,1.20481E7,1.98041E7,24902801,24892812
Selection Sort,10000,NEARLY_SORTED,10,3.934733E7,3.42812E7,4.47937E7,49995000,10000
Heap Sort,10000,NEARLY_SORTED,10,1473620.0,1095700.0,2513500.0,364545,124208
Quick Sort,10000,NEARLY_SORTED,10,1034290.0,812100.0,1359400.0,157687,98528
Merge Sort,10000,RANDOM,10,2142500.0,1581500.0,2706800.0,120381,133616
Bubble Sort,10000,RANDOM,10,1.688683E8,1.619532E8,1.740695E8,49993170,25011340
Insertion Sort,10000,RANDOM,10,3.071879E7,1.25057E7,1.012556E8,25021329,25011340
Selection Sort,10000,RANDOM,10,3.833779E7,3.46564E7,4.67175E7,49995000,10000
Heap Sort,10000,RANDOM,10,1286100.0,1055900.0,1800300.0,364870,124327
Quick Sort,10000,RANDOM,10,948750.0,791000.0,1192600.0,161880,96349
Merge Sort,10000,SORTED,10,654290.0,607000.0,983300.0,69008,133616
Bubble Sort,10000,SORTED,10,5380.0,5100.0,6500.0,9999,0
Insertion Sort,10000,SORTED,10,16860.0,16800.0,17200.0,9999,0
Selection Sort,10000,SORTED,10,3.697842E7,3.60044E7,3.91339E7,49995000,10000
Heap Sort,10000,SORTED,10,1478130.0,1180500.0,2777300.0,380877,131405
Quick Sort,10000,SORTED,10,507330.0,444700.0,630100.0,158326,86805
Merge Sort,10000,INVERSELY_SORTED,10,1184470.0,1022000.0,1914000.0,64920,133616
Bubble Sort,10000,INVERSELY_SORTED,10,8.478292E7,8.02847E7,8.93478E7,49995000,49994483
Insertion Sort,10000,INVERSELY_SORTED,10,3.026494E7,2.53766E7,3.93015E7,49994986,49994483
Selection Sort,10000,INVERSELY_SORTED,10,6.757262E7,6.33514E7,7.60821E7,49995000,10000
Heap Sort,10000,INVERSELY_SORTED,10,950620.0,763000.0,1241800.0,348394,116708
Quick Sort,10000,INVERSELY_SORTED,10,538090.0,496000.0,628300.0,155625,97372
Merge Sort,10000,NEARLY_SORTED,10,2322510.0,1435600.0,3156400.0,120506,133616
Bubble Sort,10000,NEARLY_SORTED,10,1.6698111E8,1.596031E8,1.80394E8,49990629,24925129
Insertion Sort,10000,NEARLY_SORTED,10,1.482157E7,1.19246E7,2.3768E7,24935122,24925129
Selection Sort,10000,NEARLY_SORTED,10,3.851222E7,3.61255E7,4.22258E7,49995000,10000
Heap Sort,10000,NEARLY_SORTED,10,1558100.0,1113400.0,2952800.0,364583,124233
Quick Sort,10000,NEARLY_SORTED,10,1087170.0,828700.0,1931300.0,156505,97963
Merge Sort,10000,RANDOM,10,3955530.0,1597200.0,1.88556E7,120391,133616
Bubble Sort,10000,RANDOM,10,1.8983331E8,1.616972E8,2.47541E8,49991679,24836739
Insertion Sort,10000,RANDOM,10,2.154633E7,1.67842E7,3.20053E7,24846727,24836739
Selection Sort,10000,RANDOM,10,5.454925E7,4.27754E7,7.05147E7,49995000,10000
Heap Sort,10000,RANDOM,10,1897370.0,1125700.0,4949800.0,364820,124327
Quick Sort,10000,RANDOM,10,1225640.0,945300.0,1663400.0,154339,94718
Merge Sort,10000,SORTED,10,1596510.0,966600.0,5187400.0,69008,133616
Bubble Sort,10000,SORTED,10,5350.0,5300.0,5800.0,9999,0
Insertion Sort,10000,SORTED,10,17510.0,17400.0,17900.0,9999,0
Selection Sort,10000,SORTED,10,6.012718E7,4.41906E7,8.04905E7,49995000,10000
Heap Sort,10000,SORTED,10,1506320.0,842100.0,2375700.0,381030,131515
Quick Sort,10000,SORTED,10,756590.0,489300.0,1375500.0,164071,99786
Merge Sort,10000,INVERSELY_SORTED,10,1536840.0,730800.0,2379800.0,64909,133616
Bubble Sort,10000,INVERSELY_SORTED,10,1.1963879E8,9.67601E7,1.791353E8,49995000,49994476
Insertion Sort,10000,INVERSELY_SORTED,10,3.91938E7,3.17586E7,5.89398E7,49994980,49994476
Selection Sort,10000,INVERSELY_SORTED,10,1.3870705E8,8.88167E7,2.342553E8,49995000,10000
Heap Sort,10000,INVERSELY_SORTED,10,969250.0,778500.0,1448300.0,348397,116714
Quick Sort,10000,INVERSELY_SORTED,10,750480.0,536000.0,1309700.0,165537,91612
Merge Sort,10000,NEARLY_SORTED,10,2598270.0,1682000.0,2971400.0,120454,133616
Bubble Sort,10000,NEARLY_SORTED,10,2.388767E8,1.903848E8,3.354499E8,49972634,25014141
Insertion Sort,10000,NEARLY_SORTED,10,2.516664E7,1.47291E7,4.98376E7,25024129,25014141
Selection Sort,10000,NEARLY_SORTED,10,5.113372E7,4.27801E7,6.87274E7,49995000,10000
Heap Sort,10000,NEARLY_SORTED,10,1440470.0,1133000.0,1840100.0,364520,124220
Quick Sort,10000,NEARLY_SORTED,10,1058610.0,807700.0,1689300.0,158494,82680
Merge Sort,10000,RANDOM,10,2651960.0,1752700.0,5762800.0,120514,133616
Bubble Sort,10000,RANDOM,10,1.9175814E8,1.723666E8,2.372442E8,49988672,25040340
Insertion Sort,10000,RANDOM,10,2.198584E7,1.52783E7,4.89389E7,25050331,25040340
Selection Sort,10000,RANDOM,10,4.446718E7,3.94132E7,5.83164E7,49995000,10000
Heap Sort,10000,RANDOM,10,1495060.0,1092100.0,2531700.0,364462,124133
Quick Sort,10000,RANDOM,10,934350.0,812700.0,1182800.0,159126,103314
Merge Sort,10000,SORTED,10,1073870.0,799900.0,1593700.0,69008,133616
Bubble Sort,10000,SORTED,10,5340.0,5200.0,6000.0,9999,0
Insertion Sort,10000,SORTED,10,30970.0,23100.0,48400.0,9999,0
Selection Sort,10000,SORTED,10,4.42635E7,3.86901E7,5.15435E7,49995000,10000
Heap Sort,10000,SORTED,10,1485110.0,775800.0,3242600.0,380948,131456
Quick Sort,10000,SORTED,10,477450.0,443300.0,559600.0,154392,99750
Merge Sort,10000,INVERSELY_SORTED,10,1348440.0,806200.0,2544200.0,64890,133616
Bubble Sort,10000,INVERSELY_SORTED,10,8.923857E7,8.16743E7,9.78895E7,49995000,49994509
Insertion Sort,10000,INVERSELY_SORTED,10,3.021667E7,2.61437E7,3.53677E7,49994981,49994509
Selection Sort,10000,INVERSELY_SORTED,10,6.833171E7,6.32018E7,7.4671E7,49995000,10000
Heap Sort,10000,INVERSELY_SORTED,10,1032570.0,768600.0,1536000.0,348406,116700
Quick Sort,10000,INVERSELY_SORTED,10,606420.0,504700.0,791900.0,155099,92992
Merge Sort,10000,NEARLY_SORTED,10,2045050.0,1628100.0,2802000.0,120392,133616
Bubble Sort,10000,NEARLY_SORTED,10,1.9598479E8,1.658046E8,3.052813E8,49976855,24927763
Insertion Sort,10000,NEARLY_SORTED,10,1.50342E7,1.22404E7,1.78119E7,24937756,24927763
Selection Sort,10000,NEARLY_SORTED,10,3.9207E7,3.47495E7,4.75774E7,49995000,10000
Heap Sort,10000,NEARLY_SORTED,10,1445250.0,1090200.0,2542900.0,364551,124214
Quick Sort,10000,NEARLY_SORTED,10,963590.0,812800.0,1282700.0,159023,85252
